day_key,line_id,line_name,ts_minute,hourly_count,uph
2026-04-21,2,ECU Housing 2,2026-04-21T07:30,326,322.1
2026-04-21,2,ECU Housing 2,2026-04-21T08:30,323,323.1
2026-04-21,2,ECU Housing 2,2026-04-21T09:30,273,305.6
2026-04-21,2,ECU Housing 2,2026-04-21T10:30,328,310.8
2026-04-21,2,ECU Housing 2,2026-04-21T11:30,313,312.0
2026-04-21,2,ECU Housing 2,2026-04-21T12:30,272,305.5
2026-04-21,2,ECU Housing 2,2026-04-21T13:30,81,262.3
2026-04-21,2,ECU Housing 2,2026-04-21T14:30,244,249.9
2026-04-21,2,ECU Housing 2,2026-04-21T15:30,324,258.1
2026-04-21,2,ECU Housing 2,2026-04-21T16:30,164,248.7
2026-04-21,2,ECU Housing 2,2026-04-21T17:30,330,256.1
2026-04-21,2,ECU Housing 2,2026-04-21T18:30,155,248.6
2026-04-21,2,ECU Housing 2,2026-04-21T19:30,291,251.2
2026-04-21,2,ECU Housing 2,2026-04-21T20:30,342,257.9
2026-04-21,2,ECU Housing 2,2026-04-21T21:30,34,242.7
2026-04-21,2,ECU Housing 2,2026-04-21T22:30,338,248.6
2026-04-21,2,ECU Housing 2,2026-04-21T23:30,165,244.3
2026-04-21,2,ECU Housing 2,2026-04-22T00:30,3,230.7
2026-04-21,2,ECU Housing 2,2026-04-22T01:30,334,235.7
2026-04-21,2,ECU Housing 2,2026-04-22T02:30,346,241.2
2026-04-21,2,ECU Housing 2,2026-04-22T03:30,167,238.2
2026-04-21,2,ECU Housing 2,2026-04-22T04:30,195,235.8
2026-04-21,2,ECU Housing 2,2026-04-22T05:30,343,240.4
2026-04-21,2,ECU Housing 2,2026-04-22T06:30,179,238.0
