day_key,line_id,line_name,hour,hourly_count,run_minutes
2026-04-22,2,ECU Housing 2,0,0,0
2026-04-22,2,ECU Housing 2,1,0,0
2026-04-22,2,ECU Housing 2,2,0,0
2026-04-22,2,ECU Housing 2,3,0,0
2026-04-22,2,ECU Housing 2,4,0,0
2026-04-22,2,ECU Housing 2,5,0,0
2026-04-22,2,ECU Housing 2,6,0,0
2026-04-22,2,ECU Housing 2,7,336,30
2026-04-22,2,ECU Housing 2,8,283,26
2026-04-22,2,ECU Housing 2,9,0,0
2026-04-22,2,ECU Housing 2,10,0,0
2026-04-22,2,ECU Housing 2,11,0,0
2026-04-22,2,ECU Housing 2,12,0,0
2026-04-22,2,ECU Housing 2,13,0,0
2026-04-22,2,ECU Housing 2,14,0,0
2026-04-22,2,ECU Housing 2,15,0,0
2026-04-22,2,ECU Housing 2,16,0,0
2026-04-22,2,ECU Housing 2,17,0,0
2026-04-22,2,ECU Housing 2,18,0,0
2026-04-22,2,ECU Housing 2,19,0,0
2026-04-22,2,ECU Housing 2,20,0,0
2026-04-22,2,ECU Housing 2,21,0,0
2026-04-22,2,ECU Housing 2,22,0,0
2026-04-22,2,ECU Housing 2,23,0,0
