day_key,line_id,line_name,hour,hourly_count,run_minutes
2026-04-19,3,LP EGR-VV,0,0,0
2026-04-19,3,LP EGR-VV,1,0,0
2026-04-19,3,LP EGR-VV,2,0,0
2026-04-19,3,LP EGR-VV,3,0,0
2026-04-19,3,LP EGR-VV,4,0,0
2026-04-19,3,LP EGR-VV,5,0,0
2026-04-19,3,LP EGR-VV,6,0,0
2026-04-19,3,LP EGR-VV,7,170,59
2026-04-19,3,LP EGR-VV,8,165,60
2026-04-19,3,LP EGR-VV,9,153,60
2026-04-19,3,LP EGR-VV,10,165,59
2026-04-19,3,LP EGR-VV,11,170,60
2026-04-19,3,LP EGR-VV,12,128,48
2026-04-19,3,LP EGR-VV,13,138,54
2026-04-19,3,LP EGR-VV,14,35,23
2026-04-19,3,LP EGR-VV,15,13,5
2026-04-19,3,LP EGR-VV,16,0,0
2026-04-19,3,LP EGR-VV,17,0,0
2026-04-19,3,LP EGR-VV,18,0,0
2026-04-19,3,LP EGR-VV,19,0,0
2026-04-19,3,LP EGR-VV,20,0,0
2026-04-19,3,LP EGR-VV,21,0,0
2026-04-19,3,LP EGR-VV,22,0,0
2026-04-19,3,LP EGR-VV,23,0,0
