day_key,line_id,line_name,ts_minute,hourly_count,uph
2026-04-19,1,ECU Housing 1,2026-04-19T07:30,247,240.0
2026-04-19,1,ECU Housing 1,2026-04-19T08:30,260,250.1
2026-04-19,1,ECU Housing 1,2026-04-19T09:30,225,243.0
2026-04-19,1,ECU Housing 1,2026-04-19T10:30,198,231.0
2026-04-19,1,ECU Housing 1,2026-04-19T11:30,256,235.8
2026-04-19,1,ECU Housing 1,2026-04-19T12:30,194,229.6
2026-04-19,1,ECU Housing 1,2026-04-19T13:30,245,232.4
2026-04-19,1,ECU Housing 1,2026-04-19T14:30,186,225.6
2026-04-19,1,ECU Housing 1,2026-04-19T15:30,229,225.9
2026-04-19,1,ECU Housing 1,2026-04-19T16:30,178,222.0
2026-04-19,1,ECU Housing 1,2026-04-19T17:30,1,201.8
2026-04-19,1,ECU Housing 1,2026-04-19T18:30,0,185.0
2026-04-19,1,ECU Housing 1,2026-04-19T19:30,0,170.8
2026-04-19,1,ECU Housing 1,2026-04-19T20:30,0,158.5
2026-04-19,1,ECU Housing 1,2026-04-19T21:30,0,148.0
2026-04-19,1,ECU Housing 1,2026-04-19T22:30,0,138.7
2026-04-19,1,ECU Housing 1,2026-04-19T23:30,0,130.5
2026-04-19,1,ECU Housing 1,2026-04-20T00:30,0,123.3
2026-04-19,1,ECU Housing 1,2026-04-20T01:30,0,116.8
2026-04-19,1,ECU Housing 1,2026-04-20T02:30,0,110.9
2026-04-19,1,ECU Housing 1,2026-04-20T03:30,0,105.7
2026-04-19,1,ECU Housing 1,2026-04-20T04:30,0,100.8
2026-04-19,1,ECU Housing 1,2026-04-20T05:30,0,96.5
2026-04-19,1,ECU Housing 1,2026-04-20T06:30,0,92.4
