day_key,line_id,line_name,ts_minute,hourly_count,uph
2026-04-21,3,LP EGR-VV,2026-04-21T07:30,125,121.0
2026-04-21,3,LP EGR-VV,2026-04-21T08:30,133,128.6
2026-04-21,3,LP EGR-VV,2026-04-21T09:30,37,98.9
2026-04-21,3,LP EGR-VV,2026-04-21T10:30,0,74.1
2026-04-21,3,LP EGR-VV,2026-04-21T11:30,0,59.2
2026-04-21,3,LP EGR-VV,2026-04-21T12:30,0,49.3
2026-04-21,3,LP EGR-VV,2026-04-21T13:30,0,42.2
2026-04-21,3,LP EGR-VV,2026-04-21T14:30,134,37.0
2026-04-21,3,LP EGR-VV,2026-04-21T15:30,169,51.3
2026-04-21,3,LP EGR-VV,2026-04-21T16:30,170,63.2
2026-04-21,3,LP EGR-VV,2026-04-21T17:30,170,72.9
2026-04-21,3,LP EGR-VV,2026-04-21T18:30,142,79.1
2026-04-21,3,LP EGR-VV,2026-04-21T19:30,178,86.3
2026-04-21,3,LP EGR-VV,2026-04-21T20:30,165,92.1
2026-04-21,3,LP EGR-VV,2026-04-21T21:30,182,97.9
2026-04-21,3,LP EGR-VV,2026-04-21T22:30,169,102.7
2026-04-21,3,LP EGR-VV,2026-04-21T23:30,146,104.9
2026-04-21,3,LP EGR-VV,2026-04-22T00:30,168,108.5
2026-04-21,3,LP EGR-VV,2026-04-22T01:30,0,103.0
2026-04-21,3,LP EGR-VV,2026-04-22T02:30,91,102.1
2026-04-21,3,LP EGR-VV,2026-04-22T03:30,173,105.6
2026-04-21,3,LP EGR-VV,2026-04-22T04:30,151,107.9
2026-04-21,3,LP EGR-VV,2026-04-22T05:30,84,106.7
2026-04-21,3,LP EGR-VV,2026-04-22T06:30,72,105.4
