day_key,line_id,line_name,ts_minute,hourly_count,uph
2026-04-20,1,ECU Housing 1,2026-04-20T07:30,12,12.2
2026-04-20,1,ECU Housing 1,2026-04-20T08:30,146,75.6
2026-04-20,1,ECU Housing 1,2026-04-20T09:30,235,130.1
2026-04-20,1,ECU Housing 1,2026-04-20T10:30,236,155.4
2026-04-20,1,ECU Housing 1,2026-04-20T11:30,260,176.6
2026-04-20,1,ECU Housing 1,2026-04-20T12:30,219,184.0
2026-04-20,1,ECU Housing 1,2026-04-20T13:30,193,186.3
2026-04-20,1,ECU Housing 1,2026-04-20T14:30,251,193.4
2026-04-20,1,ECU Housing 1,2026-04-20T15:30,257,200.4
2026-04-20,1,ECU Housing 1,2026-04-20T16:30,262,206.5
2026-04-20,1,ECU Housing 1,2026-04-20T17:30,263,211.7
2026-04-20,1,ECU Housing 1,2026-04-20T18:30,250,215.4
2026-04-20,1,ECU Housing 1,2026-04-20T19:30,134,208.6
2026-04-20,1,ECU Housing 1,2026-04-20T20:30,252,211.8
2026-04-20,1,ECU Housing 1,2026-04-20T21:30,175,209.9
2026-04-20,1,ECU Housing 1,2026-04-20T22:30,39,198.6
2026-04-20,1,ECU Housing 1,2026-04-20T23:30,136,195.5
2026-04-20,1,ECU Housing 1,2026-04-21T00:30,125,191.1
2026-04-20,1,ECU Housing 1,2026-04-21T01:30,248,194.1
2026-04-20,1,ECU Housing 1,2026-04-21T02:30,202,194.5
2026-04-20,1,ECU Housing 1,2026-04-21T03:30,263,198.0
2026-04-20,1,ECU Housing 1,2026-04-21T04:30,211,198.3
2026-04-20,1,ECU Housing 1,2026-04-21T05:30,260,201.1
2026-04-20,1,ECU Housing 1,2026-04-21T06:30,166,200.1
