day_key,line_id,line_name,hour,hourly_count,run_minutes
2026-04-17,2,ECU Housing 2,0,173,0
2026-04-17,2,ECU Housing 2,1,332,0
2026-04-17,2,ECU Housing 2,2,337,0
2026-04-17,2,ECU Housing 2,3,327,0
2026-04-17,2,ECU Housing 2,4,333,0
2026-04-17,2,ECU Housing 2,5,54,5
2026-04-17,2,ECU Housing 2,6,115,0
2026-04-17,2,ECU Housing 2,7,327,0
2026-04-17,2,ECU Housing 2,8,325,0
2026-04-17,2,ECU Housing 2,9,298,0
2026-04-17,2,ECU Housing 2,10,345,0
2026-04-17,2,ECU Housing 2,11,337,0
2026-04-17,2,ECU Housing 2,12,297,2
2026-04-17,2,ECU Housing 2,13,352,0
2026-04-17,2,ECU Housing 2,14,272,1
2026-04-17,2,ECU Housing 2,15,355,0
2026-04-17,2,ECU Housing 2,16,352,0
2026-04-17,2,ECU Housing 2,17,342,0
2026-04-17,2,ECU Housing 2,18,10,2
2026-04-17,2,ECU Housing 2,19,309,0
2026-04-17,2,ECU Housing 2,20,334,0
2026-04-17,2,ECU Housing 2,21,311,0
2026-04-17,2,ECU Housing 2,22,319,0
2026-04-17,2,ECU Housing 2,23,188,0
